num_date_time,answer
28_20220830 13,2425.301195569268
28_20220830 14,2381.454866880814
28_20220830 15,2379.9193926302087
28_20220830 16,2301.7568671452223
28_20220830 17,2174.9794237700817
28_20220830 18,1559.5652663752887
28_20220830 19,1569.4045901686495
28_20220830 20,1502.4643286745593
28_20220830 21,1490.7095278640058
28_20220830 22,1400.0447866883192
28_20220830 23,1360.7850890938498
28_20220831 00,1272.4406982467972
28_20220831 01,1251.1189492647252
28_20220831 02,1185.2749909925492
28_20220831 03,1175.4571758056663
28_20220831 04,1148.2767716345202
28_20220831 05,1133.3683434391198
28_20220831 06,1129.6745728627106
28_20220831 07,1197.2018822088212
28_20220831 08,1504.9487652236353
28_20220831 09,2255.324444573717
28_20220831 10,2334.818370253479
28_20220831 11,2437.0651652171355
28_20220831 12,2370.2736469314523
28_20220831 13,2361.667547305504
28_20220831 14,2304.529775184355
28_20220831 15,2298.664606033277
28_20220831 16,2164.708619458338
28_20220831 17,2062.74793230072
28_20220831 18,1499.9846743014027
28_20220831 19,1529.5274574570885
28_20220831 20,1467.295914485784
28_20220831 21,1471.7433046957688
28_20220831 22,1367.3911535708098
28_20220831 23,1352.467424936355
29_20220825 00,1201.76885231647
29_20220825 01,1176.4061649276557
29_20220825 02,1160.9382747921504
29_20220825 03,1138.855778980986
29_20220825 04,1125.278485184911
29_20220825 05,1110.29088399987
29_20220825 06,1113.43782842193
29_20220825 07,1122.6945542996014
29_20220825 08,1275.704426222917
29_20220825 09,1910.8398550843733
29_20220825 10,2000.7945098170037
29_20220825 11,2039.2663557625156
29_20220825 12,1959.148121020556
29_20220825 13,1968.4278384818695
29_20220825 14,1941.6649891939069
29_20220825 15,2065.321392638707
29_20220825 16,2018.3933361063976
29_20220825 17,1915.3660751583811
29_20220825 18,1493.9597154712412
29_20220825 19,1414.5638888943
29_20220825 20,1396.8124142307024
29_20220825 21,1359.7743269834493
29_20220825 22,1312.095865132617
29_20220825 23,1250.5866414712953
29_20220826 00,1200.054493321884
29_20220826 01,1172.3664161260724
29_20220826 02,1144.8022212103267
29_20220826 03,1125.4114154809927
29_20220826 04,1110.292859520562
29_20220826 05,1107.162432178656
29_20220826 06,1117.165613504705
29_20220826 07,1122.3469237404302
29_20220826 08,1216.9573519371834
29_20220826 09,1791.892147577112
29_20220826 10,1883.824338510543
29_20220826 11,1890.2903726616107
29_20220826 12,1882.8237976641879
29_20220826 13,1939.8977321853326
29_20220826 14,1941.9107240997737
29_20220826 15,1980.98767727571
29_20220826 16,1972.6614667323317
29_20220826 17,1852.5412782232977
29_20220826 18,1418.2782457145456
29_20220826 19,1338.7253145619036
29_20220826 20,1328.3490684042124
29_20220826 21,1296.6422640663586
29_20220826 22,1267.9887888650358
29_20220826 23,1221.5725237091044
29_20220827 00,1158.7397851053622
29_20220827 01,1138.1511712681806
29_20220827 02,1117.258155974993
29_20220827 03,1097.5281981235103
29_20220827 04,1090.5229228742473
29_20220827 05,1066.310396818765
29_20220827 06,1102.597945477497
29_20220827 07,1085.2498274844875
29_20220827 08,1090.582143010879
29_20220827 09,1175.1307718402156
29_20220827 10,1161.308520405362
29_20220827 11,1137.4238053751374
29_20220827 12,1131.683262482223
29_20220827 13,1145.8497283155177
29_20220827 14,1177.7159352066687
29_20220827 15,1186.9146900638302
29_20220827 16,1282.2821468101706
29_20220827 17,1236.6366814781716
29_20220827 18,1278.4928115274577
29_20220827 19,1257.109520004348
29_20220827 20,1254.0702053027142
29_20220827 21,1252.1919702021673
29_20220827 22,1223.44145332941
29_20220827 23,1191.345681263167
29_20220828 00,1145.794556653692
29_20220828 01,1139.9915818977856
29_20220828 02,1118.4948058104553
29_20220828 03,1105.9932057176577
29_20220828 04,1093.6655688997416
29_20220828 05,1075.9394030934093
29_20220828 06,1083.7821915477323
29_20220828 07,1076.3220528149484
29_20220828 08,1046.2923301752478
29_20220828 09,1147.338275526868
29_20220828 10,1151.5753209741067
29_20220828 11,1136.372563251311
29_20220828 12,1128.4798107497418
29_20220828 13,1193.1923934979038
29_20220828 14,1175.093735953072
29_20220828 15,1213.421776652829
29_20220828 16,1288.0043772326314
29_20220828 17,1281.010650418711
29_20220828 18,1254.0622604885573
29_20220828 19,1265.7019678698757
29_20220828 20,1273.3867376074952
29_20220828 21,1270.586018028072
29_20220828 22,1260.2724704215461
29_20220828 23,1216.6232011314985
29_20220829 00,1201.0916535339013
29_20220829 01,1171.6434495642895
29_20220829 02,1136.3962923327413
29_20220829 03,1112.7887760957462
29_20220829 04,1098.2912214934322
29_20220829 05,1092.8981313437623
29_20220829 06,1100.67463500375
29_20220829 07,1104.1549170847534
29_20220829 08,1220.826797473002
29_20220829 09,1863.6163281881077
29_20220829 10,1983.321587974356
29_20220829 11,2015.5949594915317
29_20220829 12,1984.8957628617063
29_20220829 13,2000.063882743049
29_20220829 14,2070.1369261160776
29_20220829 15,2086.5790323303704
29_20220829 16,2076.8008516216923
29_20220829 17,1976.9888324658373
29_20220829 18,1513.7121380407818
29_20220829 19,1452.1336939737057
29_20220829 20,1423.7554147571461
29_20220829 21,1396.7311059835472
29_20220829 22,1353.021168110686
29_20220829 23,1271.7858462775653
29_20220830 00,1214.4451791046608
29_20220830 01,1184.5238858330476
29_20220830 02,1158.3462510393936
29_20220830 03,1129.8652376694906
29_20220830 04,1132.22558068473
29_20220830 05,1120.558131845213
29_20220830 06,1131.6489164285758
29_20220830 07,1149.2510124952764
29_20220830 08,1330.391593473225
29_20220830 09,1996.8419370637296
29_20220830 10,2118.4240138082164
29_20220830 11,2092.354099329058
29_20220830 12,2107.279879009291
29_20220830 13,2131.967108027232
29_20220830 14,2161.1057501399255
29_20220830 15,2180.113750038574
29_20220830 16,2169.4776257988883
29_20220830 17,2057.951430455209
29_20220830 18,1549.4524007963682
29_20220830 19,1460.7327565361713
29_20220830 20,1444.7485519531701
29_20220830 21,1398.088179895359
29_20220830 22,1340.0468754686685
29_20220830 23,1255.3273293191862
29_20220831 00,1216.773750382567
29_20220831 01,1198.3629088587859
29_20220831 02,1176.7933821528586
29_20220831 03,1160.3523699857967
29_20220831 04,1139.1192604072257
29_20220831 05,1124.682168733542
29_20220831 06,1145.9033438916106
29_20220831 07,1141.0864924747884
29_20220831 08,1291.8530279996917
29_20220831 09,1885.9564813294728
29_20220831 10,1979.9092924859258
29_20220831 11,1986.0218783148173
29_20220831 12,1980.7206010896602
29_20220831 13,2046.2278624425157
29_20220831 14,2071.5952095688094
29_20220831 15,2077.466597467614
29_20220831 16,2083.706045135578
29_20220831 17,1968.1461486769608
29_20220831 18,1529.5653272817638
29_20220831 19,1448.815240239272
29_20220831 20,1406.980129997019
29_20220831 21,1363.488872504852
29_20220831 22,1313.6338871609541
29_20220831 23,1236.6456964597326
30_20220825 00,767.3202792394668
30_20220825 01,740.5147234630417
30_20220825 02,733.1355769733401
30_20220825 03,732.2559601648684
30_20220825 04,717.124963463681
30_20220825 05,701.4846567276835
30_20220825 06,665.2466567875822
30_20220825 07,656.9373753062907
30_20220825 08,763.5649063338959
30_20220825 09,1097.0365495693068
30_20220825 10,1117.833093736592
30_20220825 11,1107.331249806116
30_20220825 12,1104.3148901191212
30_20220825 13,1212.747751975657
30_20220825 14,1286.297540633043
30_20220825 15,1264.842690221452
30_20220825 16,1244.4470397260814
30_20220825 17,1148.0104694107185
30_20220825 18,955.4736530711186
30_20220825 19,944.9441592518823
30_20220825 20,933.4360928190166
30_20220825 21,915.6408207967268
30_20220825 22,900.4907637411454
30_20220825 23,850.3072670306306
30_20220826 00,809.5693790631152
30_20220826 01,800.5527130966273
30_20220826 02,783.98337497475
30_20220826 03,759.886667980442
30_20220826 04,747.8385428012657
30_20220826 05,733.4369947166616
30_20220826 06,705.1325693551936
30_20220826 07,691.1193681639459
30_20220826 08,735.981782032265
30_20220826 09,986.0933858024009
30_20220826 10,1063.8852520440398
30_20220826 11,1035.000649943206
30_20220826 12,1046.2926862704942
30_20220826 13,1066.2742764725567
30_20220826 14,1094.990198724913
30_20220826 15,1106.9230025745558
30_20220826 16,1123.4058700430605
30_20220826 17,1113.202656788572
30_20220826 18,888.7809647914195
30_20220826 19,895.920078782202
30_20220826 20,885.499301967842
30_20220826 21,858.3033802384608
30_20220826 22,851.265328343618
30_20220826 23,807.8086654947662
30_20220827 00,739.3916943988232
30_20220827 01,732.0773634929375
30_20220827 02,729.2234929240893
30_20220827 03,719.2067203186081
30_20220827 04,720.718193666948
30_20220827 05,696.6607745884711
30_20220827 06,676.887127207273
30_20220827 07,628.4705522168384
30_20220827 08,622.6003568705598
30_20220827 09,525.4515754530615
30_20220827 10,599.2308488279798
30_20220827 11,527.2406445948421
30_20220827 12,553.4892789375888
30_20220827 13,617.1086641102074
30_20220827 14,654.565779159116
30_20220827 15,723.5994271571362
30_20220827 16,771.7953284511759
30_20220827 17,832.8015033262454
30_20220827 18,787.6063301885099
30_20220827 19,802.4106952713788
30_20220827 20,858.3173771050981
30_20220827 21,841.34848499761
30_20220827 22,803.8513675342472
30_20220827 23,771.9179836451959
30_20220828 00,764.4734184675
30_20220828 01,751.5805835051019
30_20220828 02,737.9434082337253
30_20220828 03,730.8221249215195
30_20220828 04,723.6263325624308
30_20220828 05,703.9597185740566
30_20220828 06,683.4173244662006
30_20220828 07,630.7429670503525
30_20220828 08,636.7001597665502
30_20220828 09,615.9296446616643
30_20220828 10,636.4045974751501
30_20220828 11,536.983456194444
30_20220828 12,528.8811331681702
30_20220828 13,565.2367014678807
30_20220828 14,637.4303288812213
30_20220828 15,659.153566768809
30_20220828 16,699.3497152712993
30_20220828 17,808.367366029489
30_20220828 18,800.2730743633497
30_20220828 19,825.1991851787683
30_20220828 20,835.3735819880392
30_20220828 21,843.580394307142
30_20220828 22,845.317048857312
30_20220828 23,795.6665158335479
30_20220829 00,798.7558501278218
30_20220829 01,766.7937306629046
30_20220829 02,765.017480110296
30_20220829 03,810.9801677594824
30_20220829 04,754.0582298179432
30_20220829 05,753.6149634848588
30_20220829 06,715.9127991656876
30_20220829 07,722.1598132700251
30_20220829 08,773.0844072446644
30_20220829 09,1064.3982366788885
30_20220829 10,1101.0492407855695
30_20220829 11,1042.6616590823037
30_20220829 12,990.9504355293415
30_20220829 13,1100.6471228245207
30_20220829 14,1083.6132101838507
30_20220829 15,1075.1056944196043
30_20220829 16,1069.9450541847038
30_20220829 17,1050.4123448581613
30_20220829 18,972.2585983363293
30_20220829 19,987.7271800193572
30_20220829 20,998.4932580895575
30_20220829 21,944.7640613773283
30_20220829 22,901.7730239740355
30_20220829 23,843.111152454027
30_20220830 00,805.3257841917997
30_20220830 01,790.8867147589012
30_20220830 02,782.6658534273157
30_20220830 03,774.758885221393
30_20220830 04,760.8471686310277
30_20220830 05,756.6844722045954
30_20220830 06,740.4410506357492
30_20220830 07,727.1339681070347
30_20220830 08,883.863994867009
30_20220830 09,1137.0089132714602
30_20220830 10,1150.1121779752475
30_20220830 11,1143.992296937385
30_20220830 12,1148.3902495809534
30_20220830 13,1156.1026140946606
30_20220830 14,1152.8378892705637
30_20220830 15,1149.5090154263282
30_20220830 16,1150.972617184696
30_20220830 17,1095.8970565701936
30_20220830 18,1006.8630959716234
30_20220830 19,1005.9454394848609
30_20220830 20,1013.5802495805991
30_20220830 21,985.1385958696518
30_20220830 22,914.1270585156961
30_20220830 23,852.586481875524
30_20220831 00,796.000295251666
30_20220831 01,813.6307934720699
30_20220831 02,806.7872705114912
30_20220831 03,800.1162536503691
30_20220831 04,792.4520794363532
30_20220831 05,784.8813715438018
30_20220831 06,766.9875029156892
30_20220831 07,753.6229362004124
30_20220831 08,862.0873050977438
30_20220831 09,1121.4696759199671
30_20220831 10,1082.634553665076
30_20220831 11,1104.761168877481
30_20220831 12,1153.693326066745
30_20220831 13,1270.1252393792188
30_20220831 14,1282.3569438737843
30_20220831 15,1273.4951164459276
30_20220831 16,1262.9834470257085
30_20220831 17,1183.4780036500788
30_20220831 18,973.1768665843911
30_20220831 19,974.9302581121891
30_20220831 20,986.6935623437796
30_20220831 21,965.2373583887663
30_20220831 22,945.8242427645924
30_20220831 23,888.063510437929
31_20220825 00,1045.051091672068
31_20220825 01,1036.008066375621
31_20220825 02,1040.2144808713847
31_20220825 03,1009.8176312921869
31_20220825 04,965.3467030290161
31_20220825 05,959.0846616404751
31_20220825 06,999.706794787396
31_20220825 07,1065.742899599207
31_20220825 08,1237.217755722396
31_20220825 09,1666.957497437718
31_20220825 10,1787.621989348895
31_20220825 11,1845.642864786248
31_20220825 12,1900.2345100328723
31_20220825 13,1926.8675645775672
31_20220825 14,1944.8811098983062
31_20220825 15,1943.7226643175677
31_20220825 16,1900.1181735507141
31_20220825 17,1737.4575365839205
31_20220825 18,1406.0650018804795
31_20220825 19,1321.1631441589695
31_20220825 20,1398.3457626696684
31_20220825 21,1232.9538161249097
31_20220825 22,1117.826401899139
31_20220825 23,1113.409972447661
31_20220826 00,1046.8450674147716
31_20220826 01,1036.5996574675291
31_20220826 02,1038.2215292263968
31_20220826 03,1007.8059357970104
31_20220826 04,961.2061387575427
31_20220826 05,965.2956764212818
31_20220826 06,992.20057532208
31_20220826 07,1053.5350389148537
31_20220826 08,1206.4480934994178
31_20220826 09,1679.6623489369679
31_20220826 10,1732.6419106190594
31_20220826 11,1760.1940941058679
31_20220826 12,1854.2463049734058
31_20220826 13,1873.5726529757492
31_20220826 14,1934.943378521482
31_20220826 15,1915.9288212076121
31_20220826 16,1817.768570443989
31_20220826 17,1702.068085124494
31_20220826 18,1372.90715408113
31_20220826 19,1306.130558844997
31_20220826 20,1362.901480691958
31_20220826 21,1182.9405760951934
31_20220826 22,1083.8763027788448
31_20220826 23,1084.5585751920134
31_20220827 00,1021.4847456421211
31_20220827 01,1001.7442470540275
31_20220827 02,1006.3416400288417
31_20220827 03,991.707708932022
31_20220827 04,923.9403649866838
31_20220827 05,925.894710412688
31_20220827 06,942.9143205916452
31_20220827 07,952.2887743604931
31_20220827 08,964.4725297493312
31_20220827 09,1086.5667371951906
31_20220827 10,1101.3545148128028
31_20220827 11,1091.027628629481
31_20220827 12,1098.6707335489198
31_20220827 13,1142.5030401971635
31_20220827 14,1147.3572008844717
31_20220827 15,1158.8157995102756
31_20220827 16,1176.3502150647637
31_20220827 17,1193.2054360474033
31_20220827 18,1117.796073625926
31_20220827 19,1116.3782605938843
31_20220827 20,1186.7431240399872
31_20220827 21,1087.8461676666682
31_20220827 22,1051.2797856668017
31_20220827 23,1048.0779533340205
31_20220828 00,1016.0153725746843
31_20220828 01,1004.8449512642302
31_20220828 02,1008.4382512346641
31_20220828 03,986.0656789294762
31_20220828 04,923.880865379733
31_20220828 05,916.6882582582309
31_20220828 06,923.9186299931596
31_20220828 07,928.288785792132
31_20220828 08,921.1249276219631
31_20220828 09,954.897038301652
31_20220828 10,902.7959273831112
31_20220828 11,885.2510163611312
31_20220828 12,988.0730425163106
31_20220828 13,990.6475177297013
31_20220828 14,996.6683556353988
31_20220828 15,1050.8597562576608
31_20220828 16,1083.5517654566313
31_20220828 17,1108.5538225439693
31_20220828 18,1130.0842116903195
31_20220828 19,1114.4340295405725
31_20220828 20,1189.8595691210955
31_20220828 21,1100.6714816892636
31_20220828 22,1079.9444936339612
31_20220828 23,1075.8114414902902
31_20220829 00,1012.6150674207181
31_20220829 01,998.1036730718563
31_20220829 02,993.6309660021491
31_20220829 03,962.8262053281663
31_20220829 04,933.2448075671352
31_20220829 05,933.6476464210936
31_20220829 06,954.7954658160709
31_20220829 07,1023.6621034900246
31_20220829 08,1166.4328507477649
31_20220829 09,1559.6938594622734
31_20220829 10,1618.0953275426866
31_20220829 11,1639.3692480018237
31_20220829 12,1755.0805785832047
31_20220829 13,1666.441877152932
31_20220829 14,1673.4315986385736
31_20220829 15,1687.2712103151568
31_20220829 16,1656.9676835333005
31_20220829 17,1618.5131455534608
31_20220829 18,1393.1942208407727
31_20220829 19,1333.4683514275337
31_20220829 20,1383.7706003449157
31_20220829 21,1231.0607605615317
31_20220829 22,1119.5608511015168
31_20220829 23,1120.1267877400585
31_20220830 00,1043.572684881646
31_20220830 01,1027.0350838049392
31_20220830 02,1025.8204866862422
31_20220830 03,996.8037835922813
31_20220830 04,963.7151192553703
31_20220830 05,964.1052948159623
31_20220830 06,1005.6164281377024
31_20220830 07,1073.053726778025
31_20220830 08,1233.4239442610601
31_20220830 09,1645.2057767084239
31_20220830 10,1720.144824319705
31_20220830 11,1713.6153729930013
31_20220830 12,1709.7982641956837
31_20220830 13,1723.3040933069683
31_20220830 14,1696.1795776580277
31_20220830 15,1715.0444970535636
31_20220830 16,1698.2353291249383
31_20220830 17,1628.1090281587906
31_20220830 18,1389.7966659691224
31_20220830 19,1373.1462995688037
31_20220830 20,1411.6972360405523
31_20220830 21,1259.1727302034433
31_20220830 22,1143.5428308762785
31_20220830 23,1147.16323857309
31_20220831 00,1063.1437036035609
31_20220831 01,1051.0531388425145
31_20220831 02,1049.843099705583
31_20220831 03,1022.1847358595653
31_20220831 04,976.9801490951949
31_20220831 05,977.2459368687163
31_20220831 06,1023.2355040916141
31_20220831 07,1089.0804925172565
31_20220831 08,1263.4788814452952
31_20220831 09,1651.1456806609167
31_20220831 10,1725.6788598263902
31_20220831 11,1721.1077013145027
31_20220831 12,1722.6143692525377
31_20220831 13,1727.2268923238112
31_20220831 14,1830.5903111919772
31_20220831 15,1830.0917844686119
31_20220831 16,1791.815728034387
31_20220831 17,1675.6818532110246
31_20220831 18,1366.4664301124628
31_20220831 19,1352.9572162260965
31_20220831 20,1410.1505861613548
31_20220831 21,1250.409563489405
31_20220831 22,1134.3481340368785
31_20220831 23,1130.700147280327
32_20220825 00,9732.010347908383
32_20220825 01,9646.206689903021
32_20220825 02,9668.099225393575
32_20220825 03,9709.227304448701
32_20220825 04,9642.360475180287
32_20220825 05,9675.236229770739
32_20220825 06,9686.70984491063
32_20220825 07,9682.119035645292
32_20220825 08,9700.288318152365
32_20220825 09,9726.97281271177
32_20220825 10,9749.693599008855
32_20220825 11,9774.282475328786
32_20220825 12,9819.208083033625
32_20220825 13,9837.603864301858
32_20220825 14,9827.242824089102
32_20220825 15,9521.302916109133
32_20220825 16,9590.970189425696
32_20220825 17,9747.998552985917
32_20220825 18,9729.433772277478
32_20220825 19,9707.4934356088
32_20220825 20,9712.56965794846
32_20220825 21,9711.166163789805
32_20220825 22,9695.360528737918
32_20220825 23,9676.096046795743
32_20220826 00,9708.58038471402
32_20220826 01,9679.452567274027
32_20220826 02,9657.127368251626
32_20220826 03,9586.123275056636
32_20220826 04,9577.953344609252
32_20220826 05,9563.674977997196
32_20220826 06,9546.114668135857
32_20220826 07,9544.1564746648
32_20220826 08,9659.130928482344
32_20220826 09,9755.248760839577
32_20220826 10,9749.532274476545
32_20220826 11,9802.698899018907
32_20220826 12,9809.537624278524
32_20220826 13,9785.44626706585
32_20220826 14,9804.592892800232
32_20220826 15,9889.87177873454
32_20220826 16,9861.700618952429
32_20220826 17,9787.29635820273
32_20220826 18,9807.297002113319
32_20220826 19,9738.204028978424
32_20220826 20,9803.022181883927
32_20220826 21,9815.057065894687
32_20220826 22,9819.418978069205
32_20220826 23,9813.933453529216
32_20220827 00,9824.7122442872
32_20220827 01,9817.234995178991
32_20220827 02,9672.022291586687
32_20220827 03,9573.415601448685
32_20220827 04,9536.149903685075
32_20220827 05,9524.861155809434
32_20220827 06,9507.609623845721
32_20220827 07,9464.608335829822
32_20220827 08,9491.629961561497
32_20220827 09,9425.367462921646
32_20220827 10,9410.66212144066
32_20220827 11,9384.870039373742
32_20220827 12,9387.854052971585
32_20220827 13,9435.907717902424
32_20220827 14,9530.708257955419
32_20220827 15,9516.029775417332
32_20220827 16,9535.680617239523
32_20220827 17,9546.902507872495
32_20220827 18,9544.324754517793
32_20220827 19,9434.11991620869
32_20220827 20,9429.111131001184
32_20220827 21,9523.123685335579
32_20220827 22,9483.189664224454
32_20220827 23,9484.3555222063
32_20220828 00,9483.898495824482
32_20220828 01,9479.26278328431
32_20220828 02,9477.325036057231
32_20220828 03,9426.61010802229
32_20220828 04,9455.834885197622
32_20220828 05,9429.124727216913
32_20220828 06,9440.250662022567
32_20220828 07,9438.987634056304
32_20220828 08,9451.805298143789
32_20220828 09,9465.008720744223
32_20220828 10,9392.054154069574
32_20220828 11,9534.606403391232
32_20220828 12,9522.722568937119
32_20220828 13,9473.86958439181
32_20220828 14,9535.736527821404
32_20220828 15,9570.188783302357
32_20220828 16,9529.667395570703
32_20220828 17,9527.194313514776
32_20220828 18,9567.954152936067
32_20220828 19,9589.62770590578
32_20220828 20,9610.572038420754
32_20220828 21,9598.820019291472
32_20220828 22,9559.083323337103
32_20220828 23,9594.449362029452
32_20220829 00,9582.131485169659
32_20220829 01,9573.060254761021
32_20220829 02,9570.83939831151
32_20220829 03,9546.239606449888
32_20220829 04,9546.559924563913
32_20220829 05,9483.51799549638
32_20220829 06,9533.523774988586
32_20220829 07,9532.49004649293
32_20220829 08,9529.2253769826
32_20220829 09,9563.211425617621
32_20220829 10,9582.284058196095
32_20220829 11,9612.361620276006
32_20220829 12,9607.310791792346
32_20220829 13,9697.24407664513
32_20220829 14,9682.167858040732
32_20220829 15,9596.575223547778
32_20220829 16,9642.578628932088
32_20220829 17,9582.746486731387
32_20220829 18,9553.291253984786
32_20220829 19,9528.640945680574
32_20220829 20,9553.353425875306
32_20220829 21,9541.91338907075
32_20220829 22,9594.577309029539
32_20220829 23,9552.810717336171
32_20220830 00,9544.797118022308
32_20220830 01,9586.949019478865
32_20220830 02,9562.37550365903
32_20220830 03,9539.76764866017
32_20220830 04,9467.622427827724
32_20220830 05,9460.587472567733
32_20220830 06,9460.409208846419
32_20220830 07,9464.150637466542
32_20220830 08,9469.704085919839
32_20220830 09,9504.833672569432
32_20220830 10,9517.413324100347
32_20220830 11,9583.431408800776
32_20220830 12,9581.34413350941
32_20220830 13,9578.13000011671
32_20220830 14,9581.850246193118
32_20220830 15,9583.83475750646
32_20220830 16,9586.197948716823
32_20220830 17,9565.82958471986
32_20220830 18,9558.83086646149
32_20220830 19,9552.261963981397
32_20220830 20,9566.878153130525
32_20220830 21,9566.999512726827
32_20220830 22,9580.578522086282
32_20220830 23,9571.863747547928
32_20220831 00,9592.168005930287
32_20220831 01,9586.178211662569
32_20220831 02,9556.633184089187
32_20220831 03,9549.086391151463
32_20220831 04,9543.156159787753
32_20220831 05,9528.237783432118
32_20220831 06,9524.633032403643
32_20220831 07,9525.858662163546
32_20220831 08,9525.957764821276
32_20220831 09,9589.217343435335
32_20220831 10,9725.339115805822
32_20220831 11,9718.166701693195
32_20220831 12,9726.716419360082
32_20220831 13,9763.424900907963
32_20220831 14,9782.344463771491
32_20220831 15,9780.44843808214
32_20220831 16,9803.229622593057
32_20220831 17,9798.612007866415
32_20220831 18,9748.552675525207
32_20220831 19,9724.367578762996
32_20220831 20,9745.382691608356
32_20220831 21,9718.584679588084
32_20220831 22,9683.434433249864
32_20220831 23,9647.997910611359
33_20220825 00,8673.91838009874
33_20220825 01,8656.364777133162
33_20220825 02,8648.929447244123
33_20220825 03,8625.730925373322
33_20220825 04,8598.29112629548
33_20220825 05,8595.487313565267
33_20220825 06,8607.736866120233
33_20220825 07,8629.597148759061
33_20220825 08,8671.590947592265
33_20220825 09,8708.411126081033
33_20220825 10,8707.1088369603
33_20220825 11,8737.493904243189
33_20220825 12,8731.574184261122
33_20220825 13,8734.105166845886
33_20220825 14,8738.408095420133
33_20220825 15,8645.740115423796
33_20220825 16,8689.463103997872
33_20220825 17,8699.267661242255
33_20220825 18,8683.553620812876
33_20220825 19,8675.965444359774
33_20220825 20,8680.422583401438
33_20220825 21,8675.049239959066
33_20220825 22,8667.666116475051
33_20220825 23,8665.262178370353
33_20220826 00,8654.146795982331
33_20220826 01,8639.221139927573
33_20220826 02,8624.33888374628
33_20220826 03,8612.688245275136
33_20220826 04,8592.839955145133
33_20220826 05,8589.19124869383
33_20220826 06,8598.188183005554
33_20220826 07,8633.15752718975
33_20220826 08,8676.877470132911
33_20220826 09,8713.198234255919
33_20220826 10,8728.663747349865
33_20220826 11,8744.843825766351
33_20220826 12,8777.944086926474
33_20220826 13,8777.004455153998
33_20220826 14,8805.148436604944
33_20220826 15,8813.936044392798
33_20220826 16,8820.503149241222
33_20220826 17,8780.913697457521
33_20220826 18,8747.92542237342
33_20220826 19,8733.075076817428
33_20220826 20,8741.759835000012
33_20220826 21,8722.993607552027
33_20220826 22,8712.095305757928
33_20220826 23,8712.110525272274
33_20220827 00,8692.69742577718
33_20220827 01,8684.305430482953
33_20220827 02,8614.904416739364
33_20220827 03,8613.287888680234
33_20220827 04,8595.32271449541
33_20220827 05,8586.375914547603
33_20220827 06,8590.01254622409
33_20220827 07,8607.74923128495
33_20220827 08,8620.89407067692
33_20220827 09,8600.48130062185
33_20220827 10,8596.574105506956
33_20220827 11,8600.706371621687
33_20220827 12,8621.945758967267
33_20220827 13,8631.179035872776
33_20220827 14,8707.610417165615
33_20220827 15,8681.961890125252
33_20220827 16,8687.112847301054
33_20220827 17,8701.49627255262
33_20220827 18,8700.416600031394
33_20220827 19,8618.707130916613
33_20220827 20,8613.347675655463
33_20220827 21,8621.723918723688
33_20220827 22,8623.093890008404
33_20220827 23,8617.208891234302
33_20220828 00,8620.570646391705
33_20220828 01,8601.61423510119
33_20220828 02,8594.811231132744
33_20220828 03,8583.932118841469
33_20220828 04,8562.818612444797
33_20220828 05,8568.008210908034
33_20220828 06,8570.134232814682
33_20220828 07,8587.12371123196
33_20220828 08,8607.664213712502
33_20220828 09,8596.339105921006
33_20220828 10,8591.4505567077
33_20220828 11,8653.666698254548
33_20220828 12,8680.215399854182
33_20220828 13,8706.823823976794
33_20220828 14,8727.77072711291
33_20220828 15,8732.43945396223
33_20220828 16,8747.729097998248
33_20220828 17,8744.603979921221
33_20220828 18,8740.423213999626
33_20220828 19,8697.983832977317
33_20220828 20,8693.619415546602
33_20220828 21,8644.231147636312
33_20220828 22,8640.533354374726
33_20220828 23,8626.896605672542
33_20220829 00,8625.670204732003
33_20220829 01,8597.786437906483
33_20220829 02,8592.24434290225
33_20220829 03,8582.347381748887
33_20220829 04,8578.578509279609
33_20220829 05,8566.104626645132
33_20220829 06,8589.974951906355
33_20220829 07,8625.160143752997
33_20220829 08,8676.44508433522
33_20220829 09,8703.295323487255
33_20220829 10,8705.275138348368
33_20220829 11,8704.438366446602
33_20220829 12,8694.009883597853
33_20220829 13,8694.345939504967
33_20220829 14,8707.619489808749
33_20220829 15,8707.844959013653
33_20220829 16,8693.60482756047
33_20220829 17,8672.116409536666
33_20220829 18,8655.340399670571
33_20220829 19,8670.619604508016
33_20220829 20,8678.81574778117
33_20220829 21,8674.625049176748
33_20220829 22,8679.967810240347
33_20220829 23,8672.620375579567
33_20220830 00,8635.550723638877
33_20220830 01,8632.190134541826
33_20220830 02,8621.223727668243
33_20220830 03,8608.874441196076
33_20220830 04,8590.770847100373
33_20220830 05,8594.070467046397
33_20220830 06,8597.953142562557
33_20220830 07,8637.232910943283
33_20220830 08,8677.083163984282
33_20220830 09,8703.933403136316
33_20220830 10,8705.772439912089
33_20220830 11,8696.076298128137
33_20220830 12,8708.389041285049
33_20220830 13,8695.455239490868
33_20220830 14,8710.360161040653
33_20220830 15,8714.278658910593
33_20220830 16,8717.411570184795
33_20220830 17,8703.135997656167
33_20220830 18,8685.22628838613
33_20220830 19,8678.20977905914
33_20220830 20,8676.074260551957
33_20220830 21,8669.726614661786
33_20220830 22,8675.498479674028
33_20220830 23,8669.244223351096
33_20220831 00,8663.04800398097
33_20220831 01,8640.58741821547
33_20220831 02,8622.519355942999
33_20220831 03,8610.176655608155
33_20220831 04,8590.175857248922
33_20220831 05,8590.313912483383
33_20220831 06,8598.56989143432
33_20220831 07,8630.505219642555
